Additional Order items,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Segment,Customer State,Customer Zipcode,Market,Order Customer Id,Order Date,Order Id,Order Region,Order Item Total,Order Quantity,Product Price,Profit Margin,Profit Per Order,Sales
Men's Footwear,Men's Footwear,Riverside,United States,James,5137,Consumer,CA,92507,LATAM,5137,28-02-2017,54115,Central America,123.4899979,4,129.9900055,13.30%,17.29000092,129.9900055
Cleats,Cleats,Houston,United States,Helen,6417,Consumer,TX,77015,LATAM,6417,05-03-2017,58480,Caribbean,52.18999863,4,59.99000168,0.00%,0,59.99000168
Electronics,Electronics,Valrico,United States,Roy,4997,Consumer,FL,33594,LATAM,4997,13-04-2017,57104,South America,39.83000183,4,47.99000168,34.00%,16.32999992,47.99000168
Golf Shoes,Golf Shoes,Chicago,United States,Deborah,9308,Consumer,IL,60615,LATAM,9308,05-03-2017,58498,Central America,103.6800003,4,108,32.40%,35.04000092,108
Women's Apparel,Women's Apparel,Chicago,United States,Deborah,9308,Consumer,IL,60615,LATAM,9308,05-03-2017,58498,Central America,45.5,4,50,41.00%,20.47999954,50
Camping & Hiking,Camping & Hiking,Rialto,United States,Mary,3289,Consumer,CA,92376,LATAM,3289,03-03-2017,54319,South America,269.980011,4,299.980011,31.50%,94.48999786,299.980011
Fishing,Fishing,Santa Clara,United States,Marie,11541,Consumer,CA,95051,LATAM,11541,26-03-2017,55879,Caribbean,351.980011,4,399.980011,-67.50%,-269.9700012,399.980011
Men's Footwear,Men's Footwear,Santa Clara,United States,Marie,11541,Consumer,CA,95051,LATAM,11541,26-03-2017,55879,Caribbean,107.8899994,4,129.9900055,29.00%,37.75999832,129.9900055
Men's Footwear,Men's Footwear,Santa Clara,United States,Marie,11541,Consumer,CA,95051,LATAM,11541,26-03-2017,55879,Caribbean,106.5899963,4,129.9900055,-60.10%,-78.12999725,129.9900055
Men's Footwear,Men's Footwear,Austin,United States,Mary,6075,Consumer,TX,78753,LATAM,6075,02-12-2017,53022,Central America,103.9899979,4,129.9900055,21.60%,28.07999992,129.9900055
Cardio Equipment,Cardio Equipment,San Diego,United States,Judy,12424,Consumer,CA,92111,LATAM,12424,03-03-2017,54290,South America,149.9900055,4,99.98999786,21.80%,43.5,199.9799957
Cardio Equipment,Cardio Equipment,Houston,United States,Helen,6417,Consumer,TX,77015,LATAM,6417,05-03-2017,58480,Caribbean,173.9799957,4,99.98999786,40.00%,80.02999878,199.9799957
Women's Apparel,Women's Apparel,Seattle,United States,Mary,7499,Consumer,WA,98115,LATAM,7499,23-04-2017,57799,Central America,82,4,50,1.60%,1.639999986,100
Women's Apparel,Women's Apparel,Riverside,United States,James,5137,Consumer,CA,92507,LATAM,5137,28-02-2017,54115,Central America,75,4,50,-55.00%,-54.97999954,100
Cardio Equipment,Cardio Equipment,San Antonio,United States,Donald,1249,Consumer,TX,78207,LATAM,1249,04-04-2017,56487,Central America,179.9799957,4,99.98999786,32.70%,65.33000183,199.9799957
Indoor/Outdoor Games,Indoor/Outdoor Games,Chicago,United States,Deborah,9308,Consumer,IL,60615,LATAM,9308,05-03-2017,58498,Central America,84.97000122,4,49.97999954,-112.60%,-112.5800018,99.95999908
Indoor/Outdoor Games,Indoor/Outdoor Games,Chicago,United States,Deborah,9308,Consumer,IL,60615,LATAM,9308,05-03-2017,58498,Central America,83.97000122,4,49.97999954,40.30%,40.29999924,99.95999908
Cardio Equipment,Cardio Equipment,San Diego,United States,Judy,12424,Consumer,CA,92111,LATAM,12424,03-03-2017,54290,South America,284.9700012,4,99.98999786,-28.50%,-85.48999786,299.9700012
Shop By Sport,Shop By Sport,Bronx,United States,Paul,1024,Consumer,NY,10466,LATAM,1024,20-04-2017,57573,South America,113.3700027,4,39.99000168,23.60%,28.34000015,119.9700012
Trade-In,Trade-In,Bronx,United States,Paul,1024,Consumer,NY,10466,LATAM,1024,20-04-2017,57573,South America,40.29000092,4,15.98999977,8.40%,4.03000021,47.97000122
Women's Apparel,Women's Apparel,San Diego,United States,Judy,12424,Consumer,CA,92111,LATAM,12424,03-03-2017,54290,South America,196,4,50,37.20%,74.48000336,200
Indoor/Outdoor Games,Indoor/Outdoor Games,San Antonio,United States,Donald,1249,Consumer,TX,78207,LATAM,1249,04-04-2017,56487,Central America,167.9299927,4,49.97999954,21.80%,43.65999985,199.9199982
Indoor/Outdoor Games,Indoor/Outdoor Games,San Antonio,United States,Donald,1249,Consumer,TX,78207,LATAM,1249,04-04-2017,56487,Central America,165.9299927,4,49.97999954,40.70%,81.30999756,199.9199982
Shop By Sport,Shop By Sport,Rialto,United States,Mary,3289,Consumer,CA,92376,LATAM,3289,03-03-2017,54319,South America,132.7700043,4,39.99000168,25.70%,41.15999985,159.9600067
Girls' Apparel,Girls' Apparel,Bronx,United States,Paul,1024,Consumer,NY,10466,LATAM,1024,20-04-2017,57573,South America,290.5,4,70,30.10%,105.4499969,350
Shop By Sport,Shop By Sport,Riverside,United States,James,5137,Consumer,CA,92507,LATAM,5137,28-02-2017,54115,Central America,173.9600067,4,39.99000168,8.70%,17.39999962,199.9499969
Electronics,Electronics,Austin,United States,Mary,6075,Consumer,TX,78753,LATAM,6075,02-12-2017,53022,Central America,155.1499939,4,31.98999977,47.50%,76.01999664,159.9499969
Cleats,Cleats,San Antonio,United States,Donald,1249,Consumer,TX,78207,LATAM,1249,04-04-2017,56487,Central America,260.9599915,4,59.99000168,40.00%,120.0400009,299.9500122
Indoor/Outdoor Games,Indoor/Outdoor Games,San Antonio,United States,Donald,1249,Consumer,TX,78207,LATAM,1249,04-04-2017,56487,Central America,209.9199982,4,49.97999954,1.00%,2.519999981,249.8999939
Shop By Sport,Shop By Sport,Chicago,United States,Deborah,9308,Consumer,IL,60615,LATAM,9308,05-03-2017,58498,Central America,165.9600067,4,39.99000168,-7.10%,-14.27000046,199.9499969
Water Sports,Water Sports,Chicago,United States,Linda,3931,Consumer,IL,60613,Pacific Asia,3931,01-11-2016,25718,Eastern Asia,191.9900055,1,199.9900055,36.00%,72,199.9900055
Camping & Hiking,Camping & Hiking,San Diego,United States,Linda,1445,Consumer,CA,92115,Pacific Asia,1445,21-02-2016,28520,Oceania,224.9900055,1,299.980011,33.70%,101.2399979,299.980011
Water Sports,Water Sports,Cupertino,United States,Hannah,9576,Consumer,CA,95014,Pacific Asia,9576,29-02-2016,29055,Southeast Asia,197.9900055,1,199.9900055,-1.40%,-2.769999981,400
Camping & Hiking,Camping & Hiking,Cupertino,United States,Hannah,9576,Consumer,CA,95014,Pacific Asia,9576,29-02-2016,29055,Southeast Asia,287.980011,1,299.980011,30.00%,90.13999939,299.980011
Water Sports,Water Sports,Chicago,United States,Mary,3057,Consumer,IL,60621,Pacific Asia,3057,01-11-2016,25751,Eastern Asia,167.9900055,1,199.9900055,8.40%,16.79999924,199.9900055
Women's Clothing,Women's Clothing,Philadelphia,United States,Heather,17314,Consumer,PA,19140,Pacific Asia,17314,12-12-2017,73761,Eastern Asia,181.2899933,4,215.8200073,37.80%,81.58000183,215.8200073
Camping & Hiking,Camping & Hiking,Morganton,United States,Jacqueline,6420,Consumer,NC,28655,Pacific Asia,6420,17-01-2016,26167,Oceania,296.980011,1,299.980011,46.50%,139.5800018,299.980011
Golf Balls,Golf Balls,Daly City,United States,Katherine,12013,Consumer,CA,94015,Pacific Asia,12013,01-03-2016,25203,South Asia,19.38999939,1,19.98999977,6.10%,1.220000029,19.98999977
Women's Apparel,Women's Apparel,Daly City,United States,Katherine,12013,Consumer,CA,94015,Pacific Asia,12013,01-03-2016,25203,South Asia,48,1,50,13.20%,6.619999886,50
Men's Footwear,Men's Footwear,Daly City,United States,Katherine,12013,Consumer,CA,94015,Pacific Asia,12013,01-03-2016,25203,South Asia,120.8899994,1,129.9900055,31.60%,41.09999847,129.9900055
Cleats,Cleats,Cupertino,United States,Hannah,9576,Consumer,CA,95014,Pacific Asia,9576,29-02-2016,29055,Southeast Asia,111.5800018,2,59.99000168,45.60%,54.66999817,119.9800034
Indoor/Outdoor Games,Indoor/Outdoor Games,Pomona,United States,Mary,9886,Consumer,CA,91766,Pacific Asia,9886,01-10-2016,25639,Southeast Asia,89.95999908,2,49.97999954,3.60%,3.599999905,99.95999908
Cleats,Cleats,Morganton,United States,Jacqueline,6420,Consumer,NC,28655,Pacific Asia,6420,17-01-2016,26167,Oceania,113.3799973,2,59.99000168,31.20%,37.41999817,119.9800034
Golf Balls,Golf Balls,Morganton,United States,Jacqueline,6420,Consumer,NC,28655,Pacific Asia,6420,17-01-2016,26167,Oceania,37.77999878,2,19.98999977,8.30%,3.319999933,39.97999954
Cleats,Cleats,Buffalo,United States,Mary,4717,Consumer,NY,14221,Africa,4717,01-07-2017,50489,North Africa,230.3600006,4,59.99000168,34.80%,83.62000275,239.9600067
Cleats,Cleats,Honolulu,United States,Paul,4799,Consumer,HI,96822,Africa,4799,10-10-2016,44409,West Africa,227.9600067,4,59.99000168,30.90%,74.08999634,239.9600067
Cleats,Cleats,Oceanside,United States,Walter,4533,Consumer,CA,92056,Africa,4533,09-06-2016,42101,North Africa,226.7599945,4,59.99000168,38.70%,92.97000122,239.9600067
Cleats,Cleats,North Tonawanda,United States,Joyce,12383,Consumer,NY,14120,Africa,12383,01-06-2017,50424,North Africa,208.7700043,4,59.99000168,29.40%,70.55999756,239.9600067
Women's Apparel,Women's Apparel,Clovis,United States,Daniel,3518,Consumer,CA,93611,Africa,3518,28-12-2016,49825,West Africa,200,4,50,48.00%,96,200
Women's Apparel,Women's Apparel,Jamaica,United States,Mary,4674,Consumer,NY,11434,Africa,4674,25-08-2016,41294,North Africa,198,4,50,-72.60%,-145.1300049,200
Shop By Sport,Shop By Sport,Granite City,United States,Pamela,8519,Consumer,IL,62040,Africa,8519,09-05-2016,42023,West Africa,155.1600037,4,39.99000168,28.10%,45,159.9600067
Shop By Sport,Shop By Sport,Medford,United States,Betty,5302,Consumer,MA,2155,Africa,5302,28-11-2016,47774,North Africa,151.1600037,4,39.99000168,31.90%,51.09000015,159.9600067
Girls' Apparel,Girls' Apparel,Pomona,United States,Mary,3594,Consumer,CA,91766,Africa,3594,09-02-2016,41827,Southern Africa,111.5999985,4,30,26.00%,31.25,120
Women's Apparel,Women's Apparel,Tempe,United States,Christian,9890,Consumer,AZ,85281,Africa,9890,19-11-2016,47193,North Africa,170,4,50,-229.50%,-459,200
Women's Apparel,Women's Apparel,Santa Ana,United States,Mary,1410,Consumer,CA,92703,Africa,1410,14-09-2016,42626,North Africa,160,4,50,-124.00%,-248,200
Women's Apparel,Women's Apparel,York,United States,Mary,7521,Consumer,PA,17402,Africa,7521,11-05-2016,46199,West Africa,150,4,50,6.60%,13.19999981,200
NA,Accessories,Aurora,United States,Mary,2106,Consumer,CO,80010,Africa,2106,12-08-2016,48468,West Africa,94.45999908,4,24.98999977,46.30%,46.29000092,99.95999908
Cardio Equipment,Cardio Equipment,Simi Valley,United States,Mary,8144,Consumer,CA,93065,Africa,8144,14-01-2017,51009,East Africa,395.9599915,4,99.98999786,45.50%,182.1399994,399.9599915
Cardio Equipment,Cardio Equipment,Silver Spring,United States,Tiffany,5643,Consumer,MD,20904,Africa,5643,11-05-2016,46229,Southern Africa,391.9599915,4,99.98999786,-65.40%,-261.4400024,399.9599915
Cardio Equipment,Cardio Equipment,Saint Paul,United States,Paul,2041,Consumer,MN,55124,Africa,2041,17-09-2016,42882,East Africa,379.9599915,4,99.98999786,44.60%,178.5800018,399.9599915
Cardio Equipment,Cardio Equipment,San Antonio,United States,Stephen,7537,Consumer,TX,78201,Africa,7537,14-11-2016,46827,East Africa,363.9599915,4,99.98999786,41.90%,167.4199982,399.9599915
Cardio Equipment,Cardio Equipment,Philadelphia,United States,George,3056,Consumer,PA,19143,Africa,3056,12-11-2016,48684,East Africa,359.9599915,4,99.98999786,-19.20%,-76.66999817,399.9599915
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Cynthia,7570,Consumer,PR,725,LATAM,7570,14-05-2017,59203,Central America,248.9799957,4,299.980011,-66.40%,-199.1900024,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,William,328,Consumer,PR,725,LATAM,328,04-08-2017,56778,Central America,248.9799957,4,299.980011,5.10%,15.43999958,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Brenda,9988,Consumer,PR,725,LATAM,9988,05-10-2017,58948,South America,248.9799957,4,299.980011,-27.00%,-80.91999817,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Sarah,6250,Consumer,PR,725,LATAM,6250,05-06-2017,58643,Caribbean,245.9799957,4,299.980011,27.10%,81.16999817,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Daniel,5946,Consumer,PR,725,LATAM,5946,06-03-2017,60560,Central America,245.9799957,4,299.980011,15.60%,46.74000168,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Brenda,12354,Consumer,PR,725,LATAM,12354,29-04-2017,58184,Central America,245.9799957,4,299.980011,23.00%,68.87999725,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Kenneth,7849,Consumer,PR,725,LATAM,7849,24-01-2017,51721,Central America,245.9799957,4,299.980011,-7.20%,-21.64999962,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Mary,11118,Consumer,PR,725,LATAM,11118,05-01-2017,58348,South America,245.9799957,4,299.980011,23.00%,68.87999725,299.980011
Camping & Hiking,Camping & Hiking,Carolina,Puerto Rico,Alexander,10025,Consumer,PR,983,LATAM,10025,04-02-2017,56329,South America,245.9799957,4,299.980011,-65.60%,-196.7899933,299.980011
Camping & Hiking,Camping & Hiking,Caguas,Puerto Rico,Justin,10554,Consumer,PR,725,LATAM,10554,28-03-2017,55978,South America,245.9799957,4,299.980011,36.90%,110.6900024,299.980011
Cardio Equipment,Cardio Equipment,Irving,United States,Madison,7928,Consumer,TX,75061,Pacific Asia,7928,03-06-2016,29476,Eastern Asia,95.98999786,1,99.98999786,20.20%,20.15999985,99.98999786
Cardio Equipment,Cardio Equipment,Greeley,United States,Linda,11756,Consumer,CO,80631,Pacific Asia,11756,27-03-2016,30910,Oceania,89.98999786,1,99.98999786,31.50%,31.5,99.98999786
Cardio Equipment,Cardio Equipment,Panorama City,United States,Cheryl,11864,Consumer,CA,91402,Pacific Asia,11864,02-04-2016,27335,Oceania,82.98999786,1,99.98999786,31.10%,31.12000084,99.98999786
Cardio Equipment,Cardio Equipment,Newark,United States,Victoria,10023,Consumer,NJ,7105,Pacific Asia,10023,28-01-2016,26901,Oceania,82.98999786,1,99.98999786,0.00%,0,99.98999786
Cardio Equipment,Cardio Equipment,Meridian,United States,Mary,4125,Consumer,ID,83642,Pacific Asia,4125,21-02-2016,28537,South Asia,82.98999786,1,99.98999786,22.40%,22.40999985,99.98999786
Cardio Equipment,Cardio Equipment,Richmond,United States,Kelly,12332,Consumer,VA,23223,Pacific Asia,12332,28-01-2016,26868,Oceania,79.98999786,1,99.98999786,32.80%,32.79999924,99.98999786
Men's Footwear,Men's Footwear,Laredo,United States,Mary,3856,Consumer,TX,78040,Pacific Asia,3856,24-03-2016,30751,Oceania,129.9900055,1,129.9900055,37.50%,48.75,129.9900055
Men's Footwear,Men's Footwear,Chillicothe,United States,Mary,6521,Consumer,OH,45601,Pacific Asia,6521,09-06-2016,42121,South Asia,129.9900055,1,129.9900055,46.00%,59.79999924,129.9900055
Women's Clothing,Women's Clothing,Redmond,United States,Petra,17273,Consumer,WA,98052,Pacific Asia,17273,12-12-2017,73720,South Asia,215.8200073,4,215.8200073,15.00%,32.36999893,215.8200073
Men's Footwear,Men's Footwear,Los Angeles,United States,Amber,5124,Consumer,CA,90024,Pacific Asia,5124,24-01-2016,26647,Southeast Asia,129.9900055,1,129.9900055,18.00%,23.39999962,129.9900055
Men's Footwear,Men's Footwear,Salem,United States,Patricia,6461,Consumer,OR,97303,Pacific Asia,6461,16-01-2017,51144,West Asia,129.9900055,4,129.9900055,10.00%,13,129.9900055
Men's Footwear,Men's Footwear,Ontario,United States,Mary,12271,Consumer,CA,91761,Pacific Asia,12271,25-02-2016,28791,Eastern Asia,128.6900024,1,129.9900055,1.00%,1.289999962,129.9900055
Men's Footwear,Men's Footwear,Detroit,United States,Mary,7044,Consumer,MI,48221,Pacific Asia,7044,13-03-2016,29968,Oceania,128.6900024,1,129.9900055,34.60%,45.04000092,129.9900055
Children's Clothing,Children's Clothing,Simi Valley,United States,Destiny,17942,Consumer,CA,93063,Pacific Asia,17942,21-12-2017,74389,Southeast Asia,353.5299988,4,357.1000061,28.70%,102.5199966,357.1000061
Men's Footwear,Men's Footwear,Ontario,United States,Mary,5440,Consumer,CA,91764,Pacific Asia,5440,10-06-2016,44180,West Asia,128.6900024,1,129.9900055,48.50%,63.06000137,129.9900055
Men's Footwear,Men's Footwear,Milpitas,United States,Nicole,2618,Consumer,CA,95035,Pacific Asia,2618,02-01-2016,27173,Eastern Asia,127.3899994,1,129.9900055,39.20%,50.95999908,129.9900055
Women's Clothing,Women's Clothing,Bolingbrook,United States,Clio,17271,Consumer,IL,60440,Pacific Asia,17271,12-12-2017,73718,Eastern Asia,211.5,4,215.8200073,46.10%,99.41000366,215.8200073
Men's Footwear,Men's Footwear,Milpitas,United States,Nicole,2618,Consumer,CA,95035,Pacific Asia,2618,02-01-2016,27173,Eastern Asia,126.0899963,1,129.9900055,2.10%,2.769999981,129.9900055
Men's Footwear,Men's Footwear,Freeport,United States,Mary,4754,Consumer,NY,11520,Pacific Asia,4754,03-04-2016,29337,Eastern Asia,126.0899963,1,129.9900055,45.60%,59.25999832,129.9900055
Men's Clothing,Men's Clothing,Mount Prospect,United States,Raya,16091,Consumer,IL,60056,Pacific Asia,16091,24-11-2017,72538,Oceania,204.5200043,4,210.8500061,19.40%,40.90000153,210.8500061
Men's Footwear,Men's Footwear,Amarillo,United States,Mary,2882,Consumer,TX,79109,Pacific Asia,2882,03-01-2016,29162,Oceania,126.0899963,1,129.9900055,30.40%,39.47000122,129.9900055
Cleats,Cleats,Virginia Beach,United States,Richard,4399,Consumer,VA,23455,Pacific Asia,4399,25-01-2016,26714,South Asia,58.18999863,1,59.99000168,21.80%,13.09000015,59.99000168
Men's Clothing,Men's Clothing,Bronx,United States,Hillary,16073,Consumer,NY,10460,Pacific Asia,16073,24-11-2017,72520,South Asia,204.5200043,4,210.8500061,46.60%,98.16999817,210.8500061
Men's Footwear,Men's Footwear,Amarillo,United States,Mary,2882,Consumer,TX,79109,Pacific Asia,2882,03-01-2016,29162,Oceania,124.7900009,1,129.9900055,1.90%,2.5,129.9900055
Men's Footwear,Men's Footwear,Glendale,United States,Rebecca,2267,Consumer,AZ,85308,Pacific Asia,2267,03-10-2016,29772,Southeast Asia,124.7900009,1,129.9900055,31.70%,41.18000031,129.9900055
Men's Footwear,Men's Footwear,Atlanta,United States,Timothy,705,Consumer,GA,30331,Pacific Asia,705,26-01-2016,26727,Southeast Asia,124.7900009,1,129.9900055,-168.00%,-218.3800049,129.9900055
Cleats,Cleats,Rochester,United States,Mary,5686,Consumer,NY,14609,Pacific Asia,5686,19-11-2016,47197,West Asia,57.59000015,1,59.99000168,46.10%,27.63999939,59.99000168
Men's Footwear,Men's Footwear,Hendersonville,United States,Robert,3812,Consumer,TN,37075,Pacific Asia,3812,11-04-2016,46150,West Asia,124.7900009,1,129.9900055,-4.20%,-5.489999771,129.9900055
Cleats,Cleats,Washington,United States,Joe,1795,Consumer,DC,20020,Pacific Asia,1795,19-02-2016,28379,Eastern Asia,56.99000168,1,59.99000168,45.60%,27.36000061,59.99000168
Crafts,Crafts,Corona,United States,Kylie,18476,Consumer,CA,92879,Pacific Asia,18476,29-12-2017,74923,Eastern Asia,438.4100037,4,461.480011,47.50%,219.1999969,461.480011
Crafts,Crafts,Chicago,United States,Rina,18404,Consumer,IL,60610,Pacific Asia,18404,28-12-2017,74851,Eastern Asia,438.4100037,4,461.480011,46.60%,214.8200073,461.480011
Children's Clothing,Children's Clothing,Jackson Heights,United States,Chantale,17992,Consumer,NY,11372,Pacific Asia,17992,22-12-2017,74439,Oceania,339.25,4,357.1000061,-104.50%,-373.1700134,357.1000061
Crafts,Crafts,Pompano Beach,United States,Freya,18350,Consumer,FL,33068,Pacific Asia,18350,27-12-2017,74797,Oceania,438.4100037,4,461.480011,29.70%,137.2200012,461.480011
Women's Clothing,Women's Clothing,South El Monte,United States,Lenore,17304,Consumer,CA,91733,Pacific Asia,17304,12-12-2017,73751,Southeast Asia,205.0299988,4,215.8200073,27.60%,59.45999908,215.8200073
Women's Clothing,Women's Clothing,Enfield,United States,Oprah,17448,Consumer,CT,6082,Pacific Asia,17448,14-12-2017,73895,Southeast Asia,205.0299988,4,215.8200073,46.50%,100.4599991,215.8200073
Women's Clothing,Women's Clothing,Albuquerque,United States,Hannah,17466,Consumer,NM,87120,Pacific Asia,17466,14-12-2017,73913,Southeast Asia,205.0299988,4,215.8200073,19.00%,41.00999832,215.8200073
Men's Footwear,Men's Footwear,Dayton,United States,Joan,145,Consumer,OH,45424,Pacific Asia,145,30-10-2016,45798,West Asia,123.4899979,1,129.9900055,47.50%,61.75,129.9900055
Men's Footwear,Men's Footwear,Houston,United States,Keith,2467,Consumer,TX,77083,Pacific Asia,2467,11-11-2016,46585,West Asia,123.4899979,1,129.9900055,42.70%,55.5699997,129.9900055
Men's Footwear,Men's Footwear,West New York,United States,Mary,2237,Consumer,NJ,7093,Pacific Asia,2237,01-11-2016,25737,Eastern Asia,122.8399963,1,129.9900055,31.90%,41.52000046,129.9900055
Men's Footwear,Men's Footwear,Sacramento,United States,Mary,9480,Consumer,CA,95822,Pacific Asia,9480,26-01-2016,26721,South Asia,122.8399963,1,129.9900055,26.50%,34.40000153,129.9900055
Men's Footwear,Men's Footwear,Perth Amboy,United States,Jessica,10927,Consumer,NJ,8861,Pacific Asia,10927,09-04-2016,41974,South Asia,122.8399963,1,129.9900055,-43.00%,-55.88999939,129.9900055
